customer_state,customer_city,total_orders,total_customers,total_product_revenue,total_freight,total_order_value,avg_order_value
MG,ouro branco,41,39,4419.23,864.56,5283.79,128.8729268292683
RS,campo bom,36,36,4394.71,888.64,5283.35,146.75972222222222
MG,cataguases,33,32,4584.86,688.66,5273.52,159.80363636363637
PI,parnaiba,23,23,4060.01,1201.5,5261.51,228.7613043478261
RJ,seropedica,33,32,4391.15,865.2,5256.35,159.28333333333333
MG,extrema,40,37,4492.03,759.96,5251.99,131.29975
SP,taquaritinga,33,33,4604.03,633.04,5237.07,158.6990909090909
SC,joacaba,26,26,4721.0,512.09,5233.09,201.2726923076923
BA,simoes filho,21,21,4671.48,551.59,5223.07,248.71761904761905
MG,mariana,33,32,4416.58,796.37,5212.95,157.96818181818182
PR,fazenda rio grande,29,28,4655.49,549.47,5204.96,179.48137931034483
MG,carangola,27,25,4592.0,606.49,5198.49,192.53666666666666
MG,passos,43,43,4247.28,942.53,5189.81,120.69325581395348
SP,dracena,27,27,4538.05,648.34,5186.39,192.08851851851853
SP,nova odessa,38,38,4438.61,723.46,5162.07,135.84394736842106
BA,santo antonio de jesus,30,28,4361.85,784.19,5146.04,171.53466666666668
ES,aracruz,40,38,4064.07,1038.91,5102.98,127.5745
SP,monte mor,39,37,4544.84,529.25,5074.09,130.1048717948718
PR,almirante tamandare,35,34,4255.69,786.14,5041.83,144.05228571428572
MG,formiga,32,32,4407.94,625.4,5033.34,157.291875
RJ,rio bonito,28,27,4402.01,611.78,5013.79,179.06392857142856
MG,sao lourenco,33,31,4222.89,766.07,4988.96,151.18060606060607
SP,promissao,32,31,4369.85,610.83,4980.68,155.64625
MG,coronel fabriciano,41,41,4201.7,774.78,4976.48,121.37756097560975
RO,ariquemes,13,12,4124.97,844.67,4969.64,382.28
RS,taquara,21,21,4427.54,527.37,4954.91,235.94809523809525
SP,sao joaquim da barra,34,31,4302.49,649.55,4952.04,145.64823529411765
MT,barra do garcas,25,24,4076.2,848.1,4924.3,196.972
MG,bom jesus do galho,4,4,4795.29,128.52,4923.81,1230.9525
RS,santana do livramento,20,20,4248.23,663.07,4911.3,245.565
SC,xanxere,29,28,4175.87,730.62,4906.49,169.1893103448276
SP,tiete,36,36,4142.82,728.91,4871.73,135.32583333333332
MT,tangara da serra,24,24,3970.6,899.62,4870.22,202.92583333333334
SC,biguacu,24,24,4301.2,568.92,4870.12,202.92166666666665
PB,patos,16,16,4036.65,758.63,4795.28,299.705
PE,camaragibe,35,33,3642.88,1120.02,4762.9,136.08285714285714
PR,campo largo,37,37,3894.89,830.32,4725.21,127.70837837837838
SP,pereira barreto,19,19,4294.72,428.41,4723.13,248.5857894736842
MG,santa rita do sapucai,35,34,3910.7,776.43,4687.13,133.918
SP,barra bonita,29,27,4122.43,560.52,4682.95,161.48103448275862
PA,abaetetuba,11,11,4028.57,643.7,4672.27,424.7518181818182
SP,santa fe do sul,35,33,3994.67,673.96,4668.63,133.38942857142857
PA,maraba,22,22,3597.17,1064.61,4661.78,211.89909090909092
MG,carmo do paranaiba,16,16,4008.64,644.31,4652.95,290.809375
MS,ponta pora,18,16,4038.51,613.65,4652.16,258.4533333333333
CE,russas,9,9,3843.87,778.47,4622.34,513.5933333333334
RJ,valenca,27,27,3940.46,669.75,4610.21,170.74851851851852
MG,andradas,12,11,4070.31,525.66,4595.97,382.9975
PI,picos,18,18,3598.56,995.1,4593.66,255.20333333333335
PR,cambe,27,27,3930.67,628.39,4559.06,168.85407407407408
SP,orlandia,28,27,4027.32,525.08,4552.4,162.5857142857143
MG,santa vitoria,17,16,4083.77,462.41,4546.18,267.4223529411765
SC,imbituba,34,34,3838.35,701.91,4540.26,133.5370588235294
SP,itarare,28,26,3915.3,605.69,4520.99,161.46392857142857
PA,castanhal,21,21,3628.62,871.6,4500.22,214.29619047619047
CE,pacatuba,5,5,4317.98,151.88,4469.86,893.972
SC,timbo,20,17,3957.67,510.45,4468.12,223.406
MG,piumhii,28,28,3707.31,746.8,4454.11,159.07535714285714
RO,ji-parana,17,16,3412.04,1023.09,4435.13,260.89
SP,guaira,36,34,3698.54,724.49,4423.03,122.86194444444445
RJ,miguel pereira,28,28,3602.2,807.34,4409.54,157.48357142857142
PE,trindade,4,4,4084.8,321.4,4406.2,1101.55
RS,sapiranga,25,25,3660.6,744.22,4404.82,176.1928
SP,ituverava,29,29,3783.73,588.7,4372.43,150.77344827586208
SP,monte alegre do sul,6,6,4181.79,178.59,4360.38,726.73
PR,castro,22,22,2847.19,1500.46,4347.65,197.62045454545455
PR,marechal candido rondon,31,29,3638.56,688.29,4326.85,139.5758064516129
ES,guacui,16,15,3797.29,514.46,4311.75,269.484375
SP,presidente venceslau,25,25,3691.89,606.88,4298.77,171.9508
SP,alvares machado,8,8,4022.57,204.85,4227.42,528.4275
GO,mineiros,25,24,3379.3,840.34,4219.64,168.7856
BA,teixeira de freitas,29,28,3439.17,779.22,4218.39,145.46172413793104
SP,aparecida,25,23,3740.96,467.95,4208.91,168.3564
CE,iguatu,14,14,3538.29,664.21,4202.5,300.17857142857144
BA,cicero dantas,10,9,3010.05,1146.33,4156.38,415.638
SC,tijucas,30,27,3504.74,639.43,4144.17,138.139
MG,frutal,26,26,3474.85,641.82,4116.67,158.33346153846153
SP,ilhabela,45,44,3286.28,825.87,4112.15,91.38111111111111
SP,martinopolis,8,8,3708.09,376.02,4084.11,510.51375
PB,catole do rocha,6,6,3742.59,324.1,4066.69,677.7816666666666
RS,panambi,17,17,3640.99,418.16,4059.15,238.7735294117647
SP,cerqueira cesar,18,17,3701.52,357.6,4059.12,225.50666666666666
BA,campo formoso,10,10,3419.13,635.21,4054.34,405.434
SC,indaial,26,26,3334.74,717.32,4052.06,155.84846153846155
MG,januaria,22,21,3471.23,579.72,4050.95,184.1340909090909
PR,laranjeiras do sul,20,19,3595.56,443.61,4039.17,201.9585
SP,itapolis,28,28,3363.99,653.51,4017.5,143.48214285714286
RJ,bom jesus do itabapoana,20,20,3405.91,605.36,4011.27,200.5635
SP,ibiuna,31,29,3439.52,570.41,4009.93,129.35258064516128
MT,sorriso,20,20,3342.75,666.28,4009.03,200.4515
RS,sao luiz gonzaga,15,15,3298.01,710.71,4008.72,267.248
GO,trindade,24,24,3425.57,581.84,4007.41,166.97541666666666
SP,campos do jordao,26,24,3273.0,724.02,3997.02,153.73153846153846
RS,guapore,18,18,3153.15,833.91,3987.06,221.50333333333333
GO,posse,16,16,3550.25,436.47,3986.72,249.17
RJ,casimiro de abreu,20,19,3458.33,504.98,3963.31,198.1655
MT,alta floresta,12,10,3495.55,455.53,3951.08,329.25666666666666
ES,viana,21,21,3371.82,565.45,3937.27,187.48904761904762
GO,pires do rio,12,11,3500.83,429.2,3930.03,327.5025
SE,itabaiana,16,14,3185.67,743.99,3929.66,245.60375
MG,ipanema,7,7,3727.77,188.5,3916.27,559.4671428571429
SP,sao pedro,12,12,3683.54,219.79,3903.33,325.2775
CE,crato,19,19,3128.56,767.27,3895.83,205.04368421052632
MA,bacabal,11,11,3243.71,639.79,3883.5,353.04545454545456
SP,cerquilho,30,28,3299.91,561.8,3861.71,128.72366666666667
RS,dois irmaos,17,17,3398.76,448.66,3847.42,226.31882352941176
RS,cruz alta,32,31,3152.1,684.83,3836.93,119.9040625
RS,gramado,30,30,3176.24,646.71,3822.95,127.43166666666667
MG,monte carmelo,24,23,3269.13,550.35,3819.48,159.145
RS,ibiruba,21,20,3252.8,553.63,3806.43,181.25857142857143
SC,camboriu,28,27,3118.18,670.9,3789.08,135.3242857142857
SP,cachoeira paulista,25,25,3292.0,476.01,3768.01,150.7204
SP,aguas de lindoia,22,22,3092.59,665.77,3758.36,170.83454545454546
RS,farroupilha,27,27,3213.03,544.46,3757.49,139.1662962962963
MG,espera feliz,19,18,3315.75,435.67,3751.42,197.44315789473683
SP,guararapes,19,18,3370.84,379.21,3750.05,197.37105263157895
SP,jales,29,27,3173.05,573.76,3746.81,129.2003448275862
MG,janauba,17,16,2990.16,709.06,3699.22,217.60117647058823
RS,santa rosa,33,30,2972.04,695.02,3667.06,111.1230303030303
MG,claudio,22,19,3092.97,571.1,3664.07,166.54863636363638
MG,cambui,22,20,3133.74,527.07,3660.81,166.40045454545455
SP,sao manuel,21,20,3278.99,376.88,3655.87,174.08904761904762
SP,capao bonito,28,23,3078.97,543.2,3622.17,129.3632142857143
MG,congonhas,30,30,2938.61,680.22,3618.83,120.62766666666667
PE,cabo de santo agostinho,21,21,2877.95,740.3,3618.25,172.29761904761904
BA,valente,9,6,3209.58,404.52,3614.1,401.56666666666666
MT,nova xavantina,10,10,3274.69,327.47,3602.16,360.216
SP,serra negra,14,14,3267.53,331.98,3599.51,257.10785714285714
CE,aracati,22,22,2769.53,826.72,3596.25,163.4659090909091
SC,ituporanga,15,14,3225.16,355.09,3580.25,238.68333333333334
SP,garca,28,28,3013.41,563.97,3577.38,127.76357142857142
RJ,guapimirim,22,22,3067.16,501.73,3568.89,162.22227272727272
RS,estancia velha,20,19,2782.1,781.75,3563.85,178.1925
PE,escada,10,10,2658.43,898.27,3556.7,355.67
BA,ipira,7,7,3332.68,222.55,3555.23,507.89
PR,medianeira,22,22,3007.04,542.77,3549.81,161.355
MG,alem paraiba,28,28,2870.56,677.76,3548.32,126.72571428571429
PR,matinhos,27,25,2862.15,676.68,3538.83,131.0677777777778
SP,juquitiba,21,20,3073.87,456.12,3529.99,168.0947619047619
SP,porto feliz,22,22,3108.97,412.93,3521.9,160.08636363636364
MS,maracaju,13,13,2791.96,719.25,3511.21,270.0930769230769
PA,rondon do para,9,9,2780.13,704.26,3484.39,387.15444444444444
BA,brumado,22,21,2748.75,725.44,3474.19,157.91772727272726
SC,curitibanos,20,20,2878.94,590.86,3469.8,173.49
SP,macatuba,12,12,2984.64,467.81,3452.45,287.70416666666665
RJ,paraiba do sul,18,17,2949.57,502.51,3452.08,191.78222222222223
SP,pederneiras,21,21,3007.07,442.94,3450.01,164.28619047619048
SP,barrinha,20,17,3036.93,402.64,3439.57,171.9785
CE,itapaje,6,6,3198.68,226.4,3425.08,570.8466666666667
SC,braco do norte,20,20,2962.47,460.95,3423.42,171.171
SP,quata,12,12,3119.56,297.73,3417.29,284.77416666666664
PE,santa cruz do capibaribe,13,13,2664.87,744.32,3409.19,262.24538461538464
SP,pedreira,36,34,2893.6,497.69,3391.29,94.2025
RS,trindade do sul,4,3,3266.99,105.74,3372.73,843.1825
SP,ibitinga,22,22,2911.26,457.19,3368.45,153.11136363636365
RS,venancio aires,26,24,2764.62,588.22,3352.84,128.95538461538462
RN,alto do rodrigues,8,7,2737.46,609.24,3346.7,418.3375
SP,mairinque,25,23,2860.12,486.58,3346.7,133.868
SP,santa cruz do rio pardo,35,34,2621.48,721.69,3343.17,95.51914285714285
MT,agua boa,18,16,2758.87,577.95,3336.82,185.3788888888889
SC,porto uniao,14,14,3023.65,305.78,3329.43,237.81642857142856
SC,garopaba,23,20,2693.08,633.63,3326.71,144.6395652173913
PR,mandaguacu,4,4,3222.0,103.86,3325.86,831.465
MG,buritizeiro,9,9,2987.99,327.52,3315.51,368.39
RJ,quissama,13,13,2827.66,481.56,3309.22,254.5553846153846
SC,santo amaro da imperatriz,12,12,3007.31,288.74,3296.05,274.67083333333335
RS,tramandai,25,25,2703.52,586.4,3289.92,131.5968
SP,santa isabel,29,27,2875.46,413.99,3289.45,113.42931034482758
SP,monte azul paulista,19,19,2887.91,399.19,3287.1,173.00526315789475
ES,marataizes,16,16,2907.27,367.04,3274.31,204.644375
ES,alegre,17,17,2884.07,380.94,3265.01,192.05941176470589
SP,piedade,23,23,2852.76,409.09,3261.85,141.8195652173913
RJ,paraty,19,18,2780.77,469.09,3249.86,171.04526315789474
BA,senhor do bonfim,19,18,2557.28,684.38,3241.66,170.61368421052632
BA,ibotirama,7,7,3032.39,200.81,3233.2,461.8857142857143
RN,caico,10,10,2723.2,492.11,3215.31,321.531
MG,almenara,14,14,2872.15,340.18,3212.33,229.45214285714286
SP,novo horizonte,17,16,2798.39,412.23,3210.62,188.86
RS,encantado,11,11,2807.17,389.28,3196.45,290.5863636363636
SP,piracaia,22,21,2764.83,419.96,3184.79,144.7631818181818
MG,machado,21,21,2761.92,420.88,3182.8,151.56190476190477
RN,pau dos ferros,9,9,2745.55,431.26,3176.81,352.9788888888889
CE,quixada,12,12,2620.67,555.9,3176.57,264.71416666666664
ES,venda nova do imigrante,15,15,2647.83,523.39,3171.22,211.41466666666668
BA,itapetinga,18,17,2727.12,442.38,3169.5,176.08333333333334
MA,codo,8,8,2419.82,744.16,3163.98,395.4975
SE,estancia,9,9,2594.65,563.3,3157.95,350.8833333333333
BA,bom jesus da lapa,9,9,2829.63,324.06,3153.69,350.41
MG,caete,27,25,2482.97,670.08,3153.05,116.77962962962962
PI,floriano,18,17,2424.02,721.49,3145.51,174.75055555555556
MG,jacutinga,18,16,2670.82,465.42,3136.24,174.23555555555555
SP,cunha,14,14,2845.12,272.88,3118.0,222.71428571428572
PR,marialva,16,16,2573.17,541.85,3115.02,194.68875
SP,rancharia,22,21,2713.19,399.81,3113.0,141.5
RS,imbe,13,13,2727.95,377.72,3105.67,238.8976923076923
MG,taiobeiras,13,13,2684.71,419.09,3103.8,238.75384615384615
SP,holambra,23,23,2719.2,382.85,3102.05,134.87173913043478
MG,oliveira,22,21,2579.0,521.72,3100.72,140.94181818181818
RJ,cordeiro,24,24,2604.86,493.57,3098.43,129.10125
RJ,parati,13,13,2779.7,308.89,3088.59,237.58384615384617
MG,sao joao nepomuceno,14,13,2594.0,494.13,3088.13,220.5807142857143
BA,dias d'avila,24,23,2493.44,592.32,3085.76,128.57333333333332
RJ,natividade,15,13,2645.37,436.58,3081.95,205.46333333333334
SP,ipero,18,16,2659.28,420.52,3079.8,171.1
MG,sao gotardo,20,20,2479.38,599.54,3078.92,153.946
MG,santana do paraiso,16,16,2696.82,380.91,3077.73,192.358125
RO,vilhena,18,18,2207.95,868.58,3076.53,170.91833333333332
SP,bariri,15,15,2706.45,368.77,3075.22,205.01466666666667
SP,pirapora do bom jesus,16,14,2744.66,322.88,3067.54,191.72125
SP,monte alto,33,31,2549.01,517.69,3066.7,92.93030303030304
MG,pitangui,22,21,2517.23,546.97,3064.2,139.28181818181818
SP,paraguacu paulista,20,19,2766.8,297.16,3063.96,153.198
SC,fraiburgo,14,14,2715.57,337.15,3052.72,218.05142857142857
PE,salgueiro,17,16,2315.95,728.8,3044.75,179.10294117647058
SP,castilho,10,10,2822.21,221.39,3043.6,304.36
RS,vacaria,23,22,2540.07,476.36,3016.43,131.14913043478262
RS,carlos barbosa,19,19,2554.79,460.63,3015.42,158.70631578947368
SP,presidente epitacio,23,22,2572.52,441.63,3014.15,131.05
PR,dois vizinhos,28,25,2409.52,591.38,3000.9,107.175
PR,irati,22,22,2455.22,538.94,2994.16,136.0981818181818
PE,vitoria de santo antao,15,15,2455.15,533.32,2988.47,199.23133333333334
PI,sao raimundo nonato,7,7,2145.39,841.65,2987.04,426.72
MG,ouro fino,16,16,2511.84,466.39,2978.23,186.139375
PA,paragominas,19,17,2182.65,792.53,2975.18,156.5884210526316
RS,santiago,26,26,2304.7,670.0,2974.7,114.41153846153846
MG,capelinha,19,19,2562.96,405.16,2968.12,156.21684210526317
ES,nova venecia,19,17,2439.9,512.73,2952.63,155.40157894736842
MG,coromandel,25,22,2403.93,544.48,2948.41,117.9364
RS,feliz,14,14,2523.43,424.42,2947.85,210.56071428571428
MG,espinosa,6,6,2705.09,242.35,2947.44,491.24
MT,colider,8,8,2161.73,782.22,2943.95,367.99375
SP,taquarituba,16,16,2548.52,394.08,2942.6,183.9125
SC,itapiranga,11,11,2667.18,254.71,2921.89,265.62636363636364
MG,nanuque,25,24,2395.97,524.78,2920.75,116.83
MG,diamantina,27,27,2424.28,483.65,2907.93,107.70111111111112
PE,araripina,12,12,2169.58,718.97,2888.55,240.7125
RS,veranopolis,18,18,2394.04,484.04,2878.08,159.89333333333335
PE,abreu e lima,11,9,2376.95,494.97,2871.92,261.08363636363634
MG,monte siao,20,19,2530.28,336.16,2866.44,143.322
PA,pacaja,6,6,2651.06,209.9,2860.96,476.82666666666665
SC,icara,21,21,2317.34,533.56,2850.9,135.75714285714287
SP,bonfim paulista,18,18,2457.37,392.8,2850.17,158.34277777777777
PR,missal,7,7,2490.76,348.23,2838.99,405.57
SP,cravinhos,24,23,2363.95,474.37,2838.32,118.26333333333334
RJ,barra de sao joao,13,13,2440.85,394.53,2835.38,218.10615384615386
SP,tapiratiba,12,11,2601.22,234.06,2835.28,236.27333333333334
RS,sao gabriel,23,22,2362.85,466.97,2829.82,123.03565217391305
RJ,iguaba grande,19,18,2348.6,481.05,2829.65,148.92894736842106
MG,manhumirim,16,16,2461.78,355.75,2817.53,176.095625
MG,joao pinheiro,16,16,2475.31,338.72,2814.03,175.876875
SE,nossa senhora do socorro,14,14,2282.92,526.64,2809.56,200.68285714285713
MG,santa juliana,9,9,2622.39,181.15,2803.54,311.50444444444446
RS,canela,17,17,2418.63,379.63,2798.26,164.6035294117647
MG,brumadinho,26,26,2258.23,537.01,2795.24,107.50923076923077
GO,aguas lindas de goias,24,23,2219.91,568.89,2788.8,116.2
SC,ararangua,18,18,2246.55,540.19,2786.74,154.8188888888889
CE,crateus,9,9,2407.76,371.64,2779.4,308.8222222222222
MS,aparecida do taboado,7,7,2531.9,236.69,2768.59,395.5128571428571
GO,inhumas,16,15,2210.83,522.68,2733.51,170.844375
CE,tiangua,9,9,2377.09,355.59,2732.68,303.6311111111111
PE,ouricuri,8,8,2246.86,483.87,2730.73,341.34125
MA,presidente dutra,12,12,2140.98,588.77,2729.75,227.47916666666666
MG,araujos,5,5,2490.5,220.72,2711.22,542.244
CE,eusebio,13,13,2217.51,490.05,2707.56,208.27384615384616
PR,cornelio procopio,24,24,2234.17,471.41,2705.58,112.7325
MT,querencia,10,10,2302.62,399.33,2701.95,270.195
SC,laguna,14,13,2202.73,493.5,2696.23,192.58785714285713
SP,ilha solteira,24,24,2299.44,395.29,2694.73,112.28041666666667
SP,americo brasiliense,17,15,2360.1,328.79,2688.89,158.17
SP,rio grande da serra,26,24,2264.3,417.29,2681.59,103.13807692307692
MG,tres pontas,20,20,2293.71,378.12,2671.83,133.5915
BA,irece,13,12,1729.52,931.39,2660.91,204.6853846153846
GO,goiatuba,10,10,2347.44,300.68,2648.12,264.812
GO,ipameri,13,13,2320.55,321.44,2641.99,203.23
SP,socorro,19,18,2319.45,320.77,2640.22,138.95894736842106
MG,guarani,7,6,2164.42,469.89,2634.31,376.33
RS,marau,22,20,2167.34,464.65,2631.99,119.6359090909091
PE,serra talhada,10,10,2053.18,572.77,2625.95,262.595
SC,penha,17,17,2298.09,323.59,2621.68,154.2164705882353
SP,itaporanga,12,11,2237.28,383.85,2621.13,218.4275
RS,sao borja,18,15,2124.74,492.15,2616.89,145.3827777777778
SP,piratininga,9,9,2449.18,165.38,2614.56,290.50666666666666
BA,riachao do jacuipe,5,4,2502.4,111.19,2613.59,522.718
MA,caxias,16,16,1790.55,813.6,2604.15,162.759375
PE,carpina,10,10,2194.76,405.47,2600.23,260.023
AL,teotonio vilela,8,8,2168.68,430.7,2599.38,324.9225
RJ,paty do alferes,13,12,2234.66,363.05,2597.71,199.82384615384615
RJ,sao fidelis,23,23,2029.25,568.17,2597.42,112.93130434782609
ES,piuma,17,17,2216.18,373.99,2590.17,152.3629411764706
GO,goianesia,18,18,2044.47,544.25,2588.72,143.8177777777778
SP,laranjal paulista,17,17,2209.33,374.49,2583.82,151.9894117647059
RS,estrela,16,16,2217.15,366.54,2583.69,161.480625
RS,sao sebastiao do cai,13,12,2087.84,488.35,2576.19,198.16846153846154
MT,paranatinga,2,2,2463.29,111.03,2574.32,1287.16
MG,nova era,15,15,2074.71,490.45,2565.16,171.01066666666668
MG,santos dumont,22,21,2056.3,503.28,2559.58,116.34454545454545
MG,bambui,18,18,2206.67,352.01,2558.68,142.14888888888888
RJ,sao joao da barra,15,15,2115.54,432.57,2548.11,169.874
RJ,pirai,15,15,2218.16,325.91,2544.07,169.60466666666667
SP,porto ferreira,27,26,2000.7,539.72,2540.42,94.08962962962963
RJ,pinheiral,14,13,2165.19,364.19,2529.38,180.67
MS,nova andradina,11,11,2194.87,332.68,2527.55,229.77727272727273
SP,aguai,10,10,2111.48,398.47,2509.95,250.995
MT,comodoro,7,6,2245.02,259.26,2504.28,357.7542857142857
PE,gravata,11,11,1970.99,523.03,2494.02,226.7290909090909
SP,junqueiropolis,15,14,2029.24,462.18,2491.42,166.09466666666665
MG,matias barbosa,13,12,2169.86,319.8,2489.66,191.5123076923077
PR,lapa,14,14,2039.2,449.34,2488.54,177.75285714285715
BA,cruz das almas,18,17,2007.24,479.33,2486.57,138.14277777777778
BA,serrinha,15,14,2039.14,442.46,2481.6,165.44
SP,viradouro,18,18,2081.54,399.41,2480.95,137.83055555555555
SP,santa rita do passa quatro,18,16,2123.97,355.17,2479.14,137.73
RJ,bom jardim,14,14,2189.45,285.23,2474.68,176.76285714285714
RS,quarai,4,4,2402.99,71.16,2474.15,618.5375
RS,carazinho,23,23,2030.93,435.81,2466.74,107.24956521739131
PR,rio negro,15,15,2105.87,360.0,2465.87,164.39133333333334
SP,conchal,19,18,2075.24,389.64,2464.88,129.73052631578946
SP,espirito santo do pinhal,18,18,2160.02,304.26,2464.28,136.90444444444444
PE,taquaritinga do norte,7,6,2129.9,332.0,2461.9,351.7
MG,paraisopolis,15,15,2101.66,351.56,2453.22,163.548
RS,sao lourenco do sul,14,14,2135.38,317.77,2453.15,175.225
MG,barao de cocais,18,18,1958.4,494.54,2452.94,136.27444444444444
SP,bofete,6,6,2157.59,284.0,2441.59,406.9316666666667
MG,varzea da palma,11,11,2171.77,269.2,2440.97,221.90636363636364
SC,campos novos,14,14,1929.69,508.69,2438.38,174.17
PA,novo progresso,5,5,2219.01,217.07,2436.08,487.216
PE,igarassu,13,13,1936.82,483.91,2420.73,186.21
BA,nucleo residencial pilar,8,7,2024.35,393.0,2417.35,302.16875
RO,cacoal,12,12,1801.47,613.33,2414.8,201.23333333333332
PB,cajazeiras,11,11,1818.16,592.51,2410.67,219.1518181818182
RS,cruzeiro do sul,4,4,2247.89,162.48,2410.37,602.5925
GO,novo gama,16,15,2124.94,285.3,2410.24,150.64
MG,conselheiro pena,15,14,2000.56,392.62,2393.18,159.54533333333333
ES,anchieta,14,12,1983.8,404.05,2387.85,170.56071428571428
BA,mucuri,7,7,2203.67,182.32,2385.99,340.85571428571427
PR,sarandi,18,18,2063.93,318.9,2382.83,132.37944444444443
MG,camanducaia,9,9,2180.67,201.09,2381.76,264.64
GO,ipora,15,14,2025.99,336.55,2362.54,157.50266666666667
SE,lagarto,11,11,1955.43,406.92,2362.35,214.7590909090909
PR,palmas,19,18,1921.38,438.54,2359.92,124.20631578947368
RJ,cachoeiras de macacu,21,21,1958.25,401.16,2359.41,112.35285714285715
MG,sacramento,13,12,1986.57,371.97,2358.54,181.42615384615385
CE,ico,8,8,1990.88,364.47,2355.35,294.41875
SC,mafra,26,26,1732.23,622.78,2355.01,90.5773076923077
RS,tres de maio,12,12,1969.05,365.8,2334.85,194.57083333333333
